,scientificName,redlistCategory,populationTrend
14370,Pseudophilautus limbus,Endangered,Decreasing
14371,Pseudophilautus lunatus,Critically Endangered,Decreasing
14372,Pseudophilautus microtympanum,Endangered,Decreasing
14373,Pseudophilautus nemus,Endangered,Decreasing
14374,Pseudophilautus ocularis,Critically Endangered,Decreasing
14375,Pseudophilautus popularis,Vulnerable,Decreasing
14376,Pseudophilautus sarasinorum,Endangered,Decreasing
14377,Pseudophilautus semiruber,Endangered,Decreasing
14378,Pseudophilautus silus,Endangered,Decreasing
14379,Pseudophilautus simba,Critically Endangered,Decreasing
14380,Pseudophilautus stellatus,Critically Endangered,Decreasing
14381,Pseudophilautus stictomerus,Vulnerable,Decreasing
14382,Pseudophilautus silvaticus,Endangered,Decreasing
14383,Pseudophilautus viridis,Endangered,Decreasing
14384,Pseudophilautus zorro,Vulnerable,Decreasing
14385,Taruga eques,Endangered,Decreasing
14386,Taruga fastigo,Endangered,Decreasing
14387,Taruga longinasus,Endangered,Decreasing
14388,Ichthyophis glutinosus,Vulnerable,Decreasing
14389,Ichthyophis orthoplicatus,Endangered,Decreasing
14390,Ichthyophis pseudangularis,Vulnerable,Decreasing
14391,Pseudophilautus frankenbergi,Endangered,Decreasing
14392,Pseudophilautus mittermeieri,Vulnerable,Decreasing
14393,Pseudophilautus mooreorum,Critically Endangered,Decreasing
14394,Pseudophilautus poppiae,Critically Endangered,Decreasing
14395,Pseudophilautus steineri,Endangered,Decreasing
14396,Nannophrys naeyakai,Endangered,Decreasing
14397,Pseudophilautus singu,Endangered,Decreasing
14398,Pseudophilautus tanu,Endangered,Decreasing
14399,Pseudophilautus bambaradeniyai,Critically Endangered,Decreasing
14400,Pseudophilautus dayawansai,Critically Endangered,Decreasing
14401,Pseudophilautus hankeni,Endangered,Decreasing
14402,Pseudophilautus jagathgunawardanai,Critically Endangered,Decreasing
14403,Pseudophilautus karunarathnai,Critically Endangered,Decreasing
14404,Pseudophilautus newtonjayawardanei,Critically Endangered,Decreasing
14405,Pseudophilautus puranappu,Endangered,Decreasing
14406,Pseudophilautus samarakoon,Critically Endangered,Decreasing
14407,Pseudophilautus schneideri,Vulnerable,Decreasing
14408,Pseudophilautus sirilwijesundarai,Critically Endangered,Decreasing
14409,Polypedates ranwellai,Endangered,Decreasing
14410,Rhynochetos jubatus,Endangered,Decreasing
14411,Triplophysa paradoxa,Endangered,Decreasing
14412,Triplophysa sewerzowi,Vulnerable,Decreasing
14413,Triplophysa coniptera,Endangered,Decreasing
14414,Triplophysa labiata,Vulnerable,Decreasing
14415,Troglocobitis starostini,Vulnerable,Stable
14416,Aspiolucius esocinus,Endangered,Decreasing
14417,Oligosoma albornense,Critically Endangered,Decreasing
14418,Oligosoma auroraense,Vulnerable,Stable
14419,Oligosoma salmo,Critically Endangered,Decreasing
14420,Oligosoma newmani,Vulnerable,Decreasing
14421,Oligosoma robinsoni,Vulnerable,Decreasing
14422,Capoetobrama kuschakewitschi,Endangered,Decreasing
14423,Leuciscus bergi,Vulnerable,Unknown
14424,Leuciscus lindbergi,Endangered,Unknown
14425,Leuciscus schmidti,Vulnerable,Decreasing
14426,Phoxinus brachyurus,Vulnerable,Decreasing
14427,Schizothorax argentatus,Vulnerable,Decreasing
14428,Schizothorax pseudoaksaiensis,Vulnerable,Stable
14429,Brachymystax savinovi,Endangered,Decreasing
14430,Chloropsis cochinchinensis,Endangered,Decreasing
14431,Didunculus strigirostris,Critically Endangered,Decreasing
14432,Chloropsis sonnerati,Endangered,Decreasing
14433,Isthmohyla graceae,Critically Endangered,Decreasing
14434,Balaenoptera musculus,Endangered,Increasing
14435,Arabitragus jayakari,Endangered,Decreasing
14436,Zosterops flavus,Endangered,Decreasing
14437,Cribroheros rhytisma,Endangered,Decreasing
14438,Chloropsis media,Endangered,Decreasing
14439,Hydrornis gurneyi,Critically Endangered,Decreasing
14440,Potamonemus sachsi,Endangered,Unknown
14441,Spheniscus demersus,Endangered,Decreasing
14442,Petroica multicolor,Endangered,Decreasing
14443,Pomarea mira,Critically Endangered,Unknown
14444,Mannophryne olmonae,Vulnerable,Stable
14445,Oedipina nica,Endangered,Decreasing
14446,Phyllobates vittatus,Vulnerable,Decreasing
14447,Terpsiphone corvina,Vulnerable,Increasing
14448,Acharax alinae,Critically Endangered,Unknown
14449,Bathyacmaea jonassoni,Endangered,Unknown
14450,Bathyaustriella thionipta,Endangered,Unknown
14451,Bruceiella globulus,Vulnerable,Unknown
14452,Cantrainea jamsteci,Endangered,Unknown
14453,Desbruyeresia cancellata,Vulnerable,Unknown
14454,Desbruyeresia armata,Endangered,Unknown
14455,Desbruyeresia marianaensis,Vulnerable,Unknown
14456,Desbruyeresia melanioides,Vulnerable,Unknown
14457,Desbruyeresia spinosa,Vulnerable,Unknown
14458,Helicrenion reticulatum,Critically Endangered,Unknown
14459,Hyalogyra vitrinelloides,Critically Endangered,Unknown
14460,Iheyaspira lequios,Critically Endangered,Unknown
14461,Laeviphitus japonicus,Critically Endangered,Unknown
14462,Lepetodrilus japonicus,Critically Endangered,Unknown
14463,Lepetodrilus nux,Endangered,Unknown
14464,Lepetodrilus schrolli,Critically Endangered,Unknown
14465,Leptogyra inflata,Critically Endangered,Unknown
14466,Margarites ryukyuensis,Endangered,Unknown
14467,Paralepetopsis rosemariae,Critically Endangered,Unknown
14468,Phreagena edisonensis,Critically Endangered,Unknown
14469,Phymorhynchus hyfifluxi,Vulnerable,Unknown
14470,Phymorhynchus wareni,Endangered,Unknown
14471,Planorbidella depressa,Critically Endangered,Unknown
14472,Pliocardia crenulomarginata,Critically Endangered,Unknown
14473,Provanna buccinoides,Endangered,Unknown
14474,Provanna clathrata,Endangered,Unknown
14475,Provanna lucida,Critically Endangered,Unknown
14476,Provanna segonzaci,Critically Endangered,Unknown
14477,Provanna subglabra,Endangered,Unknown
14478,Puncturella parvinobilis,Endangered,Unknown
14479,Puncturella rimaizenaensis,Critically Endangered,Unknown
14480,Puncturella solis,Critically Endangered,Unknown
14481,Pyropelta bohlei,Critically Endangered,Unknown
14482,Pyropelta ryukyuensis,Endangered,Unknown
14483,Shinkailepas myojinensis,Endangered,Unknown
14484,Shinkailepas tollmanni,Endangered,Unknown
14485,Shinkailepas tufari,Endangered,Unknown
14486,Solemya flava,Critically Endangered,Unknown
14487,Symmetromphalus hageni,Critically Endangered,Unknown
14488,Ventsia tricarinata,Critically Endangered,Unknown
14489,Vetulonia phalcata,Vulnerable,Unknown
14490,Waisiuconcha helios,Critically Endangered,Unknown
14491,Xylodiscula major,Vulnerable,Unknown
14492,Gorgoleptis patulus,Vulnerable,Unknown
14493,Peltospira delicata,Vulnerable,Unknown
14494,Peltospira lamellifera,Vulnerable,Unknown
14495,Desbruyeresia costata,Endangered,Unknown
14496,Hanleyella henrici,Endangered,Unknown
14497,Provanna fenestrata,Endangered,Unknown
14498,Hemidactylus sataraensis,Critically Endangered,Unknown
14499,Cnemaspis yercaudensis,Endangered,Unknown
14500,Agalychnis annae,Vulnerable,Stable
14501,Nothobranchius derhami,Endangered,Decreasing
14502,Nothobranchius kwalensis,Endangered,Unknown
14503,Clidoderma asperrimum,Vulnerable,Decreasing
14504,Eopsetta grigorjewi,Vulnerable,Decreasing
14505,Platichthys bicoloratus,Vulnerable,Decreasing
14506,Verasper moseri,Vulnerable,Decreasing
14507,Leptachirus alleni,Vulnerable,Unknown
14508,Leptachirus bensbach,Endangered,Unknown
14509,Upeneus saiab,Endangered,Decreasing
14510,Pogonias courbina,Vulnerable,Decreasing
14511,Champsocephalus esox,Vulnerable,Decreasing
14512,Neocottus thermalis,Critically Endangered,Unknown
14513,Neocottus werestschagini,Vulnerable,Unknown
14514,Procottus gotoi,Endangered,Unknown
14515,Procottus gurwicii,Vulnerable,Unknown
14516,Pinna nobilis,Critically Endangered,Decreasing
14517,Isthmura sierraoccidentalis,Vulnerable,Unknown
14518,Equus zebra,Vulnerable,Increasing
14519,Oxymycterus hucucha,Endangered,Decreasing
14520,Callistomys pictus,Endangered,Decreasing
14521,Dugong dugon,Vulnerable,Decreasing
14522,Cryptoblepharus gloriosus,Vulnerable,Unknown
14523,Flexiseps valhallae,Critically Endangered,Decreasing
14524,Megastomatohyla nubicola,Critically Endangered,Unknown
14525,Tetracentrum apogonoides,Vulnerable,Stable
14526,Tetracentrum honessi,Vulnerable,Unknown
14527,Glossamia narindica,Vulnerable,Unknown
14528,Glossamia timika,Endangered,Unknown
14529,Sashatherina gigantea,Critically Endangered,Unknown
14530,Allomogurnda flavimarginata,Critically Endangered,Decreasing
14531,Allomogurnda multicincta,Critically Endangered,Decreasing
14532,Physeter macrocephalus,Vulnerable,Unknown
14533,Thorius insperatus,Critically Endangered,Decreasing
14534,Isthmura naucampatepetl,Critically Endangered,Decreasing
14535,Mogurnda aiwasoensis,Critically Endangered,Unknown
14536,Mogurnda kaifayama,Endangered,Unknown
14537,Mogurnda kaimana,Critically Endangered,Unknown
14538,Mogurnda kutubuensis,Endangered,Decreasing
14539,Mogurnda maccuneae,Critically Endangered,Decreasing
14540,Mogurnda mbuta,Critically Endangered,Unknown
14541,Mogurnda mosa,Critically Endangered,Decreasing
14542,Oxyeleotris altipinna,Endangered,Unknown
14543,Oxyeleotris caeca,Vulnerable,Unknown
14544,Oxyeleotris colasi,Vulnerable,Unknown
14545,Oxyeleotris stagnicola,Endangered,Unknown
14546,Tateurndina ocellicauda,Vulnerable,Unknown
14547,Glossogobius macrocephalus,Vulnerable,Unknown
14548,Glossogobius sentaniensis,Endangered,Unknown
14549,Lentipes dimetrodon,Vulnerable,Unknown
14550,Lentipes watsoni,Endangered,Unknown
14551,Sicyopterus ocellaris,Vulnerable,Unknown
14552,Kiunga bleheri,Critically Endangered,Decreasing
14553,Pseudomugil ivantsoffi,Endangered,Decreasing
14554,Pseudomugil luminatus,Endangered,Decreasing
14555,Pseudomugil reticulatus,Critically Endangered,Unknown
14556,Hephaestus raymondi,Critically Endangered,Unknown
14557,Pelangia mbutaensis,Critically Endangered,Unknown
14558,Chilatherina pagwiensis,Endangered,Stable
14559,Chilatherina pricei,Vulnerable,Unknown
14560,Glossolepis dorityi,Critically Endangered,Decreasing
14561,Melanotaenia novaeguineae,Vulnerable,Stable
14562,Melanotaenia arguni,Endangered,Stable
14563,Melanotaenia batanta,Vulnerable,Unknown
14564,Melanotaenia bowmani,Critically Endangered,Unknown
14565,Melanotaenia caerulea,Vulnerable,Decreasing
14566,Melanotaenia fasinensis,Endangered,Stable
14567,Melanotaenia grunwaldi,Vulnerable,Stable
14568,Melanotaenia irianjaya,Vulnerable,Unknown
14569,Melanotaenia japenensis,Endangered,Decreasing
14570,Melanotaenia klasioensis,Critically Endangered,Stable
14571,Melanotaenia kokasensis,Critically Endangered,Unknown
14572,Melanotaenia lacunosa,Critically Endangered,Stable
14573,Melanotaenia lakamora,Endangered,Stable
14574,Melanotaenia laticlavia,Vulnerable,Unknown
14575,Melanotaenia longispina,Critically Endangered,Stable
14576,Melanotaenia mairasi,Critically Endangered,Stable
14577,Melanotaenia mamahensis,Vulnerable,Unknown
14578,Melanotaenia manibuii,Endangered,Stable
14579,Melanotaenia mubiensis,Endangered,Unknown
14580,Melanotaenia multiradiata,Vulnerable,Stable
14581,Melanotaenia naramasae,Endangered,Stable
14582,Melanotaenia sembrae,Endangered,Stable
14583,Melanotaenia sikuensis,Vulnerable,Stable
14584,Melanotaenia sneideri,Critically Endangered,Unknown
14585,Melanotaenia susii,Critically Endangered,Decreasing
14586,Melanotaenia sylvatica,Endangered,Unknown
14587,Melanotaenia synergos,Vulnerable,Unknown
14588,Melanotaenia urisa,Critically Endangered,Stable
14589,Melanotaenia veoliae,Vulnerable,Stable
14590,Melanotaenia wanoma,Vulnerable,Stable
14591,Pseudoeurycea anitae,Critically Endangered,Decreasing
14592,Ambystoma ordinarium,Endangered,Decreasing
14593,Allochrocebus preussi,Endangered,Decreasing
14594,Piliocolobus badius,Endangered,Decreasing
14595,Stegostoma tigrinum,Endangered,Decreasing
14596,Cynodonichthys wassmanni,Endangered,Unknown
14597,Cynodonichthys kuelpmanni,Critically Endangered,Unknown
14598,Cynodonichthys birkhahni,Endangered,Unknown
14599,Cynodonichthys fuscolineatus,Endangered,Unknown
14600,Cynodonichthys glaucus,Endangered,Unknown
14601,Cynodonichthys montium,Endangered,Unknown
14602,Cynodonichthys rubripunctatus,Endangered,Decreasing
14603,Cynodonichthys siegfriedi,Endangered,Unknown
14604,Cynodonichthys uroflammeus,Endangered,Unknown
14605,Cynodonichthys weberi,Vulnerable,Unknown
14606,Rocio spinosissima,Endangered,Decreasing
14607,Oryzias luzonensis,Endangered,Unknown
14608,Clupea manulensis,Critically Endangered,Unknown
14609,Caecogobius cryptophthalmus,Critically Endangered,Unknown
14610,Exyrias volcanus,Critically Endangered,Unknown
14611,Mugilogobius cagayanensis,Endangered,Unknown
14612,Rhinogobius bucculentus,Vulnerable,Unknown
14613,Silhouettea flavoventris,Critically Endangered,Unknown
14614,Schismatogobius insignus,Endangered,Unknown
14615,Stenogobius kyphosus,Vulnerable,Unknown
14616,Stigmatogobius elegans,Endangered,Unknown
14617,Stiphodon pulchellus,Vulnerable,Unknown
14618,Tamanka siitensis,Endangered,Unknown
14619,Leiopotherapon plumbeus,Vulnerable,Decreasing
14620,Boroda expatria,Critically Endangered,Unknown
14621,Barbodes hemictenus,Vulnerable,Unknown
14622,Cyclocheilichthys schoppeae,Endangered,Unknown
14623,Rasbora lateristriata,Vulnerable,Decreasing
14624,Rasbora taytayensis,Vulnerable,Unknown
14625,Centrophorus longipinnis,Endangered,Decreasing
14626,Centrophorus lesliei,Endangered,Decreasing
14627,Tarsius spectrumgurskyae,Vulnerable,Decreasing
14628,Tarsius supriatnai,Vulnerable,Decreasing
14629,Tarsius fuscus,Vulnerable,Decreasing
14630,Chiloglanis mongoensis,Endangered,Unknown
14631,Enteromius amboseli,Endangered,Unknown
14632,Bolitoglossa zapoteca,Endangered,Unknown
14633,Cephaloscyllium fasciatum,Critically Endangered,Decreasing
14634,Capricornis sumatraensis,Vulnerable,Decreasing
14635,Chilabothrus schwartzi,Endangered,Unknown
14636,Ecnomiohyla salvaje,Endangered,Decreasing
14637,Nycticebus kayan,Vulnerable,Decreasing
14638,Nycticebus bancanus,Critically Endangered,Decreasing
14639,Nycticebus borneanus,Vulnerable,Decreasing
14640,Nycticebus hilleri,Endangered,Decreasing
14641,Cheirogaleus shethi,Endangered,Decreasing
14642,Cheirogaleus andysabini,Endangered,Decreasing
14643,Cheirogaleus lavasoensis,Endangered,Decreasing
14644,Microcebus tanosi,Endangered,Decreasing
14645,Cheirogaleus thomasi,Endangered,Decreasing
14646,Microcebus ganzhorni,Endangered,Decreasing
14647,Microcebus manitatra,Critically Endangered,Decreasing
14648,Craugastor xucanebi,Vulnerable,Unknown
14649,Pseudavakubia majus,Endangered,Unknown
14650,Pseudavakubia atewaensis,Endangered,Unknown
14651,Canis rufus,Critically Endangered,Decreasing
14652,Melanotaenia garylangei,Vulnerable,Unknown
14653,Panthera pardus,Vulnerable,Decreasing
14654,Lankanectes pera,Critically Endangered,Decreasing
14655,Aotus miconax,Endangered,Decreasing
14656,Telmatobius scrocchii,Critically Endangered,Decreasing
14657,Alopia maciana,Vulnerable,Stable
14658,Serratorotula juliformis,Endangered,Unknown
14659,Cribroheros altifrons,Vulnerable,Unknown
14660,Cribroheros bussingi,Endangered,Unknown
14661,Brachyrhaphis rhabdophora,Vulnerable,Unknown
14662,Phallichthys quadripunctatus,Endangered,Decreasing
14663,Phallichthys tico,Vulnerable,Unknown
14664,Poecilia rositae,Endangered,Unknown
14665,Poeciliopsis retropinna,Vulnerable,Unknown
14666,Pseudoxiphophorus attenuatus,Critically Endangered,Unknown
14667,Pseudoxiphophorus cataractae,Vulnerable,Unknown
14668,Pseudoxiphophorus diremptus,Vulnerable,Unknown
14669,Tlaloc portillorum,Endangered,Unknown
14670,Priapichthys puetzi,Critically Endangered,Unknown
14671,Scolichthys iota,Vulnerable,Unknown
14672,Xenophallus umbratilis,Vulnerable,Unknown
14673,Xiphophorus signum,Vulnerable,Unknown
14674,Profundulus guatemalensis,Vulnerable,Unknown
14675,Profundulus kreiseri,Vulnerable,Unknown
14676,Hiatirhaphis parismina,Vulnerable,Unknown
14677,Gymnotus panamensis,Critically Endangered,Unknown
14678,Rineloricaria altipinnis,Vulnerable,Unknown
14679,Sturisomatichthys dariensis,Endangered,Unknown
14680,Imparfinis lineatus,Endangered,Unknown
14681,Astyanax anai,Endangered,Decreasing
14682,Atherinella sardina,Vulnerable,Unknown
14683,Amatitlania sajica,Vulnerable,Unknown
14684,Hyphessobrycon bussingi,Endangered,Decreasing
14685,Parosphromenus deissneri,Endangered,Unknown
14686,Paralichthys patagonicus,Vulnerable,Decreasing
14687,Sylvilagus robustus,Vulnerable,Decreasing
14688,Sylvilagus tapetillus,Vulnerable,Unknown
14689,Sylvilagus cognatus,Endangered,Unknown
14690,Mannophryne molinai,Endangered,Decreasing
14691,Nothophryne unilurio,Critically Endangered,Decreasing
14692,Oarisma powesheik,Critically Endangered,Decreasing
14693,Pseudoryx nghetinhensis,Critically Endangered,Decreasing
14694,Phascolarctos cinereus,Vulnerable,Decreasing
14695,Potorous longipes,Vulnerable,Decreasing
14696,Petauroides volans,Vulnerable,Decreasing
14697,Platyrrhinus chocoensis,Vulnerable,Decreasing
14698,Lycaon pictus,Endangered,Decreasing
14699,Lonchorhina orinocensis,Vulnerable,Decreasing
14700,Mesocapromys nanus,Critically Endangered,Unknown
14701,Melursus ursinus,Vulnerable,Decreasing
14702,Myosorex jejei,Vulnerable,Unknown
14703,Caenolestes sangay,Vulnerable,Unknown
14704,Margaretamys christinae,Endangered,Unknown
14705,Rousettus obliviosus,Vulnerable,Unknown
14706,Ursus thibetanus,Vulnerable,Decreasing
14707,Buprestis splendens,Endangered,Decreasing
14708,Hoolock tianxing,Endangered,Decreasing
14709,Piliocolobus tholloni,Vulnerable,Decreasing
14710,Piliocolobus oustaleti,Vulnerable,Decreasing
14711,Piliocolobus rufomitratus,Critically Endangered,Decreasing
14712,Piliocolobus bouvieri,Endangered,Decreasing
14713,Miniopterus fuscus,Endangered,Decreasing
14714,Hipposideros khaokhouayensis,Vulnerable,Decreasing
14715,Piliocolobus parmentieri,Endangered,Decreasing
14716,Piliocolobus langi,Endangered,Decreasing
14717,Miopithecus talapoin,Vulnerable,Decreasing
14718,Lophocebus albigena,Vulnerable,Decreasing
14719,Lophocebus aterrimus,Vulnerable,Decreasing
14720,Coendou speratus,Endangered,Decreasing
14721,Procolobus verus,Vulnerable,Decreasing
14722,Setonix brachyurus,Vulnerable,Decreasing
14723,Lophuromys chercherensis,Endangered,Unknown
14724,Cercopithecus hamlyni,Vulnerable,Decreasing
